dataset,pipeline_name,mean_time_per_query (ms),exp_time (s),standard_dev_time (ms),nr_queries,timeit_details
nfcorpus,BM25 >> bge-base-en-v1.5,19.8452,6.41,173.0,323,"6.41 s +- 173 ms per loop (mean +- std. dev. of 7 runs, 1 loop each)
"
